Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Occupation_Numeric,Credit_History_Age_Numeric,Payment_of_Min_Amount_Numeric,Payment_Behaviour_Numeric,Credit_Score_Numeric
20.0,52410.92,4479.576666666667,3,4,6,4.0,11,16.0,5.63,3.0,361.32,25.21222314039927,92.60129053130478,167.42041,447.93597,10,0,1,1,2
20.0,73409.8,6202.483333333334,7,9,18,3.0,21,12.0,18.13,10.0,2529.51,34.18561854979269,91.94082317014441,60.422264,707.88525,5,216,1,3,3
20.0,73409.8,6202.483333333334,7,9,18,3.0,21,11.0,18.13,10.0,2529.51,38.02988394752343,91.94082317014441,180.0949,598.21265,5,216,1,2,3
20.0,73409.8,6202.483333333334,7,9,18,3.0,21,11.0,12.13,10.0,2529.51,33.12337609210293,91.94082317014441,119.76032,648.5472,5,216,1,6,3
20.0,18927.65,1779.3041666666668,6,7,24,6.0,12,15.0,8.61,10.0,1942.4,30.427823920551734,62.54025240291996,56.353924,339.03625,1,228,3,5,2
20.0,90827.68,7847.973333333332,8,4,20,3.0,24,13.0,2.03,2.0,1167.05,25.806512731341034,174.40576462756667,213.70183,646.68976,9,264,1,2,2
20.0,90827.68,7847.973333333332,8,4,20,3.0,24,14.0,2.03,5.0,1167.05,41.9218244578979,174.40576462756667,156.24113,694.15045,9,264,1,3,2
20.0,81793.56,6769.13,6,7,19,3.0,9,17.0,4.47,2.0,1208.29,28.054522370170325,124.45911633651887,415.59235,406.86154,11,348,1,6,2
20.0,81793.56,6769.13,6,7,19,3.0,10,18.0,4.47,2.0,1208.29,34.699339753604605,124.45911633651887,153.39159,649.0623,11,348,1,6,2
20.0,81793.56,6769.13,6,7,19,3.0,12,17.0,4.47,7.0,1208.29,34.44712459641146,124.45911633651887,438.81537,383.63852,8,348,1,6,2
20.0,39024.34,3166.028333333333,4,5,33,2.0,5,19.0,9.22,12.0,2201.24,36.5316096625272,58.201104111484185,171.54482,376.8569,5,144,1,4,3
20.0,36349.28,2885.106666666666,6,8,26,4.0,21,22.0,17.25,12.0,2195.84,28.014928515542632,72.66080282903627,272.87225,232.97762,6,120,1,4,3
20.0,36349.28,2885.106666666666,6,8,26,4.0,21,22.0,17.25,12.0,2195.84,39.66845365452896,72.66080282903627,65.79055,400.05933,6,120,1,2,3
20.0,36349.28,2885.106666666666,6,8,26,4.0,21,20.0,17.25,12.0,2195.84,39.09992959263312,72.66080282903627,234.39229,261.45758,6,120,1,5,3
20.0,80436.12,6643.009999999998,3,4,13,6.0,16,19.0,7.59,12.0,2409.33,25.104053625850128,304.6317070026947,142.29276,467.37656,14,84,1,2,2
20.0,80436.12,6643.009999999998,3,4,13,6.0,8,21.0,7.59,12.0,2409.33,32.75706317569629,304.6317070026947,300.92963,338.7397,8,84,1,5,3
20.0,80436.12,6643.009999999998,3,4,13,6.0,12,19.0,7.59,12.0,2409.33,34.965621164503695,304.6317070026947,146.25351,473.41577,14,84,1,1,2
20.0,60610.14,5322.845,6,8,15,6.0,11,10.0,13.65,12.0,1864.43,27.724138109638176,204.01807303130542,238.24408,380.02234,12,0,3,4,3
20.0,60610.14,5322.845,6,8,15,6.0,12,9.0,17.65,12.0,1864.43,32.7214237178397,204.01807303130542,359.62146,238.64499,12,0,1,6,3
20.0,60610.14,5322.845,6,8,15,6.0,11,10.0,17.65,12.0,1864.43,33.217255974799016,204.01807303130542,213.16302,365.1034,8,144,1,2,3
20.0,33146.84,2704.2366666666658,6,4,11,1.0,26,14.0,16.83,5.0,168.46,33.1428595551938,19.921125145527093,157.76628,362.73627,9,372,3,6,2
20.0,33146.84,2704.2366666666658,6,4,11,1.0,26,16.0,16.83,5.0,168.46,25.33669992079781,19.921125145527093,124.63006,405.8725,9,372,3,5,2
20.0,50513.25,4051.4375,10,10,23,5.0,16,20.0,21.55,7.0,3250.87,25.59375078728817,208.44543409997124,149.32518,307.37314,13,84,1,1,3
20.0,50513.25,4051.4375,10,10,23,5.0,17,18.0,21.55,9.0,3250.87,27.84146526896019,208.44543409997124,382.91156,103.78676,13,0,1,4,3
20.0,56304.16,4458.013333333333,5,7,13,5.0,13,17.0,8.8,8.0,1171.42,32.28230216561927,157.48443950646282,191.85881,356.45807,7,180,1,1,2
20.0,56304.16,4458.013333333333,5,7,13,5.0,15,15.0,8.8,8.0,1171.42,38.27852205921135,157.48443950646282,48.58394,489.73294,7,180,3,2,2
20.0,56304.16,4458.013333333333,5,7,13,5.0,15,14.0,8.8,8.0,1171.42,24.70659009231009,157.48443950646282,188.70824,349.60864,7,192,1,2,2
20.0,56304.16,4458.013333333333,5,7,13,5.0,19,14.0,1.8,8.0,1171.42,35.70313566146146,157.48443950646282,232.23372,316.0832,7,192,1,1,2
20.0,63561.98,5227.831666666667,4,1,6,1.0,10,10.0,2.42,3.0,952.48,41.75788351152239,35.25643909112324,191.50871,546.018,1,0,3,2,2
20.0,63561.98,5227.831666666667,4,1,6,1.0,7,12.0,2.42,3.0,952.48,34.540177673665,35.25643909112324,168.60812,568.9186,1,264,2,2,1
20.0,17163.15,1572.2625,7,5,21,9.0,18,16.0,9.13,10.0,2266.48,22.60460750010517,104.7797525329792,59.43574,283.01074,9,204,1,6,3
20.0,17163.15,1572.2625,7,5,21,9.0,18,17.0,9.13,10.0,2266.48,28.50607192823752,104.7797525329792,54.91178,257.53473,9,204,1,1,3
20.0,29937.85,2605.820833333333,0,1,2,1.0,12,5.0,5.05,3.0,720.68,25.943785874140506,20.7794132937915,76.35018,413.45248,6,216,2,2,1
20.0,29937.85,2605.820833333333,0,1,2,1.0,8,3.0,2.05,3.0,720.68,36.096029939732155,20.7794132937915,243.1266,266.6761,6,216,2,6,1
20.0,29297.14,2004.667802999039,2,5,1,0.0,15,6.0,1.8,4.0,1214.42,26.8742622171106,157.76053033429432,210.21826,286.02457,2,264,2,5,1
20.0,115177.32,9529.11,4,4,2,4.0,10,10.0,3.83,4.0,801.79,39.31693774777721,293.91384358858033,168.39716,730.6,3,204,2,3,2
20.0,66914.37,5331.197499999998,8,6,19,4.0,14,19.0,4.72,4.0,181.41,30.241185274250576,204.92230953991054,77.1796,491.01785,5,216,3,3,2
20.0,66914.37,5331.197499999998,8,6,19,4.0,9,19.0,4.72,8.0,181.41,31.512097486206518,204.92230953991054,59.132927,509.0645,5,216,2,3,2
20.0,66914.37,5331.197499999998,8,6,19,4.0,9,21.0,4.72,8.0,181.41,37.61978491238817,204.92230953991054,151.22635,456.9711,5,216,2,5,3
20.0,45941.28,4006.44,6,4,4,3.0,27,19.0,1.57,4.0,1279.96,27.863638132052337,80.89486248400442,59.988995,509.76013,2,0,2,2,1
20.0,45941.28,4006.44,6,4,4,3.0,27,19.0,1.57,7.0,1279.96,31.70960386121144,80.89486248400442,164.33365,405.4155,2,336,2,2,1
20.0,45941.28,4006.44,6,4,4,3.0,27,19.0,1.57,7.0,1279.96,34.43447194193109,80.89486248400442,212.71727,397.03186,2,336,2,4,1
20.0,45941.28,4006.44,6,4,4,3.0,28,19.0,1.57,7.0,1279.96,23.10490786964808,80.89486248400442,197.19344,382.5557,2,336,2,1,2
20.0,38415.69,3288.307500000001,5,2,3,4.0,6,8.0,2.42,0.0,565.02,23.387615309761692,117.84030312185091,220.203,260.78745,2,300,2,6,1
20.0,38415.69,3288.307500000001,5,2,3,4.0,6,4.0,2.42,2.0,565.02,26.267049287247534,117.84030312185091,49.641567,411.34888,2,0,3,2,1
20.0,38415.69,3288.307500000001,5,2,3,4.0,6,6.0,2.42,2.0,565.02,40.18577748295634,117.84030312185091,166.46074,304.52972,2,312,2,1,1
20.0,38415.69,3288.307500000001,5,2,3,4.0,6,6.0,2.42,2.0,565.02,36.950807768275396,117.84030312185091,126.14456,344.8459,2,0,2,1,1
20.0,22558.95,1991.9125,4,5,11,4.0,6,14.0,17.74,2.0,141.14,39.40902940809175,64.30119007088052,162.16817,262.7219,2,372,1,4,2
20.0,22558.95,1991.9125,4,5,11,4.0,6,14.0,17.74,2.0,141.14,24.290800999398645,64.30119007088052,149.3243,275.56577,2,0,1,4,2
20.0,72896.12,5885.676666666666,5,1,12,4.0,3,4.0,2.71,8.0,1141.3,40.258858167194965,208.4931918271071,95.121956,534.9525,9,252,2,2,1
20.0,72896.12,5885.676666666666,5,1,12,4.0,3,4.0,3.71,8.0,1141.3,29.070331787623967,208.4931918271071,148.11263,481.96185,9,252,2,2,1
20.0,18925.44,1330.12,9,9,29,5.0,32,26.0,4.14,9.0,2857.33,35.98468631769003,44.74583077631063,106.33257,271.9336,13,12,1,4,3
20.0,85163.31,6902.9425,5,3,6,4.0,7,20.0,1.23,7.0,64.87,26.93693479916248,271.92456435627827,329.1761,349.1936,8,252,2,1,2
20.0,85163.31,6902.9425,5,3,6,4.0,7,21.0,1.23,7.0,64.87,38.407540229747866,271.92456435627827,170.43147,497.9382,8,252,2,2,2
20.0,20701.48,1909.1233333333328,8,9,25,8.0,43,21.0,24.5,10.0,3341.62,35.87306631804257,119.73686597457264,195.69923,165.47624,4,120,1,4,3
20.0,20701.48,1909.1233333333328,8,9,25,8.0,43,21.0,24.5,10.0,3341.62,31.719942206764074,119.73686597457264,251.07805,110.09742,4,120,1,4,2
20.0,20701.48,1909.1233333333328,8,9,25,8.0,43,21.0,24.5,10.0,3341.62,33.90289242095404,119.73686597457264,35.827496,285.34796,4,120,1,2,3
20.0,20701.48,1909.1233333333328,8,9,25,8.0,43,21.0,24.5,10.0,3341.62,38.992470650528425,119.73686597457264,34.572235,286.60324,4,120,1,2,3
20.0,21129.11,1852.759166666667,5,5,6,0.0,17,9.0,3.91,1.0,886.72,39.715089217197104,0.0,51.12644,394.14948,15,252,2,6,3
20.0,21129.11,1852.759166666667,5,5,6,0.0,17,9.0,5.91,1.0,886.72,39.7937009643757,0.0,158.99521,296.2807,15,252,2,6,3
20.0,71633.48,5783.456666666666,5,4,3,0.0,10,6.0,9.18,6.0,157.93,42.45094849069637,0.0,284.49026,553.8554,8,384,3,1,2
20.0,71633.48,5783.456666666666,5,4,3,0.0,10,8.0,9.18,6.0,157.93,27.442957332321452,0.0,281.80893,556.53674,8,384,2,6,2
20.0,71633.48,5783.456666666666,5,4,3,0.0,7,9.0,9.18,6.0,157.93,42.43317853532629,0.0,109.93399,718.4117,8,0,2,6,2
20.0,29892.37,2664.0308333333332,7,3,13,2.0,7,8.0,12.11,4.0,695.39,28.87582564768091,29.95982727237482,123.77894,372.6643,10,372,1,1,2
20.0,29892.37,2664.0308333333332,7,3,13,2.0,7,8.0,12.11,4.0,695.39,30.653915854842076,29.95982727237482,133.0008,393.44244,10,372,3,4,2
20.0,29892.37,2664.0308333333332,7,3,13,2.0,7,9.0,12.11,4.0,695.39,28.19195861299711,29.95982727237482,214.09987,302.34338,10,0,1,5,2
20.0,29892.37,2664.0308333333332,7,3,13,2.0,7,8.0,16.11,5.0,695.39,24.442016160038012,29.95982727237482,65.69487,420.74838,8,372,1,2,1
20.0,68369.88,5691.490000000002,4,5,11,2.0,13,20.0,9.66,2.0,40.13,26.45773060084679,100.39044718111376,71.31656,647.442,8,180,3,2,2
20.0,68369.88,5691.490000000002,4,5,11,2.0,13,22.0,9.66,2.0,40.13,42.13675810146617,100.39044718111376,106.19305,602.5655,8,192,3,3,2
20.0,68369.88,5691.490000000002,4,5,11,2.0,12,20.0,9.66,2.0,40.13,32.57880826171393,100.39044718111376,257.55487,491.20367,8,192,2,5,2
20.0,68369.88,5691.490000000002,4,5,11,2.0,15,20.0,9.66,2.0,40.13,38.631053371902134,100.39044718111376,247.57283,491.18573,8,192,2,6,2
20.0,73026.92,6233.576666666668,2,3,6,3.0,7,13.0,4.43,4.0,98.77,25.91518625411749,158.95946732108214,423.80615,320.59207,7,252,2,5,2
20.0,121471.44,9960.62,4,3,3,2.0,13,2.0,1.37,1.0,736.68,34.66087040969186,161.16319867530373,357.33377,727.56506,1,312,2,2,3
20.0,42512.31,3361.6925,7,5,14,7.0,5,12.0,22.51,4.0,1810.72,24.20601644995656,169.9457403145829,367.8721,88.351425,14,120,1,4,2
20.0,42512.31,3361.6925,7,5,14,7.0,5,10.0,19.51,4.0,1810.72,36.50645287843759,169.9457403145829,236.50931,209.7142,14,132,1,6,2
20.0,42512.31,3361.6925,7,5,14,7.0,10,10.0,19.51,4.0,1810.72,36.4542827520419,169.9457403145829,136.01186,280.21164,14,132,1,2,2
20.0,42512.31,3361.6925,7,5,14,7.0,5,10.0,19.51,4.0,1810.72,33.36364835149071,169.9457403145829,224.48593,231.73758,14,0,1,4,2
20.0,37654.18,3269.848333333333,6,9,28,9.0,20,20.0,8.72,6.0,1853.53,30.184478722052308,205.71991802221504,170.30144,210.96349,6,228,1,1,3
20.0,37654.18,3269.848333333333,7,10,28,9.0,22,22.0,8.72,6.0,1853.53,26.579476412703343,205.71991802221504,116.66882,254.5961,8,228,1,2,3
20.0,37654.18,3269.848333333333,7,10,28,9.0,22,20.0,8.72,11.0,1853.53,25.831996533948818,205.71991802221504,191.83202,199.4329,6,228,1,6,3
20.0,37654.18,3269.848333333333,7,10,28,9.0,24,22.0,8.72,11.0,1853.53,38.385988781669525,205.71991802221504,84.80181,286.4631,6,0,1,2,2
20.0,28287.18,2236.265,4,4,2,1.0,8,9.0,6.87,0.0,1010.16,33.31192440319132,15.159223831780107,145.92238,342.5449,10,204,2,5,1
20.0,28287.18,2236.265,4,4,2,1.0,8,9.0,6.87,0.0,1010.16,35.145488030132725,15.159223831780107,206.51184,281.95544,8,204,2,5,1
20.0,28287.18,2236.265,4,4,2,1.0,8,9.0,6.87,1.0,1010.16,34.3776008472086,15.159223831780107,138.36368,340.10358,10,204,3,6,1
20.0,28287.18,2236.265,4,4,2,1.0,6,9.0,6.87,1.0,1010.16,36.84391433982957,15.159223831780107,227.61967,270.8476,10,204,2,4,1
20.0,28287.18,2236.265,4,4,2,1.0,8,12.0,6.87,1.0,1010.16,26.70065595307077,15.159223831780107,259.38782,239.07947,10,204,2,4,1
20.0,27910.59,2598.8825,3,7,14,2.0,29,16.0,12.96,4.0,229.47,32.432018245068285,36.628733932760895,202.72002,290.5395,13,336,1,6,2
20.0,27910.59,2598.8825,3,7,14,2.0,29,16.0,9.96,4.0,229.47,24.66290741721271,36.628733932760895,101.807495,371.45203,13,336,1,2,2
20.0,29651.23,2460.935833333333,6,5,6,2.0,14,15.0,1.62,2.0,1217.99,23.16531584588695,37.90300631081737,36.60952,411.58105,14,324,2,3,1
20.0,64514.31,5353.1925,7,6,14,3.0,29,8.0,12.88,8.0,374.51,39.71667764753622,98.00331866632412,233.64323,463.6727,11,204,3,1,2
20.0,64514.31,5353.1925,7,6,14,3.0,29,8.0,12.88,8.0,374.51,29.03151654957445,98.00331866632412,115.090965,572.225,11,204,1,2,2
20.0,64514.31,5353.1925,7,6,14,3.0,29,11.0,12.88,8.0,374.51,37.254996820337965,98.00331866632412,136.69821,550.61774,11,216,1,2,2
20.0,64514.31,5353.1925,7,6,14,3.0,29,6.0,12.88,4.0,374.51,30.56631861560369,98.00331866632412,73.10089,614.215,8,216,1,2,2
20.0,64514.31,5353.1925,7,6,14,3.0,32,8.0,12.88,12.0,374.51,37.21220851457983,98.00331866632412,90.86338,596.4526,11,216,1,2,2
20.0,17574.744,1344.5620833333332,4,3,7,3.0,24,9.0,11.26,6.0,766.72,28.28577002979454,27.02517949812522,25.138657,332.29236,1,0,3,2,2
20.0,17574.744,1344.5620833333332,4,3,7,3.0,24,9.0,22.26,6.0,766.72,27.46806277187815,27.02517949812522,144.83908,252.59195,1,276,1,4,2
20.0,35793.61,2982.8008333333332,7,6,18,1.0,21,15.0,12.06,4.0,720.19,36.141788984511216,28.212690435326863,208.92056,351.14682,11,240,3,4,2
20.0,35793.61,2982.8008333333332,7,6,18,1.0,25,15.0,12.06,4.0,720.19,36.00920981800136,28.212690435326863,55.72717,464.3402,11,252,1,6,2
20.0,35793.61,2982.8008333333332,7,6,18,1.0,22,14.0,12.06,4.0,720.19,35.77882051757711,28.212690435326863,105.59325,414.47415,11,252,1,2,2
20.0,54889.92,4512.16,7,4,17,6.0,24,8.0,16.48,5.0,1603.48,34.9525148374652,147.0473710559911,255.42728,308.74136,2,132,1,6,3
20.0,54889.92,4512.16,7,4,17,6.0,20,8.0,16.48,5.0,1603.48,31.98973227928295,147.0473710559911,64.92078,479.24786,2,132,1,3,3
20.0,54889.92,4512.16,7,4,17,6.0,23,8.0,16.48,5.0,1603.48,36.615703492167185,147.0473710559911,167.03339,387.13525,2,0,1,2,3
20.0,54889.92,4512.16,7,4,17,6.0,24,8.0,16.48,5.0,1603.48,40.28754509976797,147.0473710559911,138.1109,416.0577,2,132,1,2,3
20.0,54889.92,4512.16,7,4,17,6.0,24,6.0,16.48,5.0,1603.48,36.94481384370064,147.0473710559911,134.80573,419.3629,2,0,1,2,3
20.0,67928.84,5832.736666666668,5,5,12,0.0,6,8.0,11.22,4.0,1373.36,42.20406382325129,0.0,237.30466,595.969,1,372,2,2,1
20.0,67928.84,5832.736666666668,5,5,12,0.0,2,8.0,11.22,4.0,1373.36,29.71557856011572,0.0,84.95863,748.315,1,372,2,2,1
20.0,67928.84,5832.736666666668,5,5,12,0.0,2,8.0,11.22,4.0,1373.36,31.76130326384953,0.0,172.25606,661.0176,1,372,2,2,1
20.0,81995.32,7087.943333333334,3,7,5,4.0,15,10.0,9.47,4.0,193.78,27.55330066847691,175.9027800666592,282.32285,500.5687,5,228,1,2,2
20.0,81995.32,7087.943333333334,3,7,5,4.0,20,10.0,9.47,4.0,193.78,41.99899335136506,175.9027800666592,99.67468,673.21686,5,228,1,3,2
20.0,66022.26,5382.855,1,4,12,3.0,3,12.0,11.47,4.0,984.03,26.16999789080553,94.49613780258163,193.94269,519.8467,11,300,2,6,1
20.0,66022.26,5382.855,1,4,12,3.0,3,11.0,10.47,4.0,984.03,27.622749905385,94.49613780258163,157.27504,536.51434,11,300,2,2,1
20.0,66022.26,5382.855,1,4,12,3.0,3,12.0,10.47,7.0,984.03,33.85310501515878,94.49613780258163,78.78445,605.00494,11,0,2,3,2
20.0,66022.26,5382.855,1,4,12,3.0,3,10.0,10.47,7.0,984.03,36.84143845672049,94.49613780258163,392.462,321.32733,11,300,2,6,1
20.0,62892.92,5461.076666666667,7,6,33,5.0,29,15.0,-1.42,12.0,2432.07,33.287015994348025,211.79646194479983,291.02573,303.28546,6,0,1,6,2
20.0,62892.92,5461.076666666667,7,6,33,5.0,26,18.0,3.58,12.0,2432.07,36.351547721346016,211.79646194479983,140.81699,443.49423,6,204,1,2,2
20.0,56039.7,4899.9749999999985,2,5,9,4.0,11,13.0,7.64,2.0,895.2,27.47105882117223,128.64099867263917,112.87728,498.47922,13,204,3,2,3
20.0,56039.7,4899.9749999999985,2,5,9,4.0,11,10.0,7.64,4.0,895.2,38.956753731483495,128.64099867263917,92.063194,509.2933,13,216,2,3,2
20.0,56039.7,4899.9749999999985,2,5,9,4.0,16,12.0,7.64,4.0,895.2,25.674342796441227,128.64099867263917,177.31656,434.03995,13,216,2,2,2
20.0,20426.41,1640.200833333333,6,5,16,5.0,39,24.0,6.65,7.0,1587.82,40.56222933992493,57.88334830706614,66.691986,329.44473,13,84,1,4,3
20.0,20426.41,1640.200833333333,6,5,16,5.0,39,24.0,6.65,7.0,1587.82,32.242008252173314,57.88334830706614,182.37677,213.75998,13,84,1,4,3
20.0,20426.41,1640.200833333333,6,5,16,5.0,39,24.0,6.65,7.0,1587.82,30.568823933208265,57.88334830706614,30.6732,315.46353,13,84,1,3,3
20.0,20426.41,1640.200833333333,6,5,16,5.0,37,24.0,6.65,7.0,1587.82,27.293601846310157,57.88334830706614,211.75327,184.38347,13,84,1,4,3
20.0,23917.38,1724.115,7,4,6,3.0,18,17.0,9.98,2.0,888.53,36.07830640832154,35.50828907001855,33.47454,353.42868,10,348,3,2,2
20.0,23917.38,1724.115,7,4,6,3.0,16,16.0,9.98,2.0,888.53,24.84843955282364,35.50828907001855,113.362785,313.54044,10,348,1,4,2
20.0,23917.38,1724.115,7,4,6,3.0,11,13.0,9.98,2.0,888.53,34.36298663288302,35.50828907001855,228.43225,198.47096,8,0,1,4,2
20.0,75454.2,6445.8499999999985,5,5,8,4.0,4,7.0,11.51,3.0,1384.43,25.849587352168825,247.21880652916943,130.34074,517.02545,3,384,3,2,1
20.0,75454.2,6445.8499999999985,5,5,8,4.0,4,9.0,11.51,5.0,1384.43,32.28766301986036,247.21880652916943,125.085106,512.28107,3,384,2,3,1
20.0,71614.2,6102.8499999999985,0,7,2,2.0,11,12.0,5.13,7.0,1273.45,39.233290852753136,114.64434508986544,239.78316,505.85748,15,276,2,2,2
20.0,71614.2,6102.8499999999985,0,7,2,2.0,11,12.0,5.13,7.0,1273.45,33.35929755922964,114.64434508986544,145.50803,590.1326,15,276,2,3,2
20.0,35787.86,2820.3216666666667,9,7,31,4.0,51,24.0,1.3,6.0,2486.5,36.10456476902077,76.88428434183241,62.37088,392.777,4,240,1,2,2
20.0,32246.4,2437.2000000000007,5,4,10,0.0,12,9.0,19.96,5.0,1396.38,30.333096862006112,0.0,148.56091,385.1591,15,276,1,4,2
20.0,29949.1,2419.758333333333,3,3,6,7.0,13,18.0,9.87,5.0,1316.19,35.642180001306635,148.9974444432497,70.60771,272.37067,4,228,3,2,2
20.0,8637.095,644.7579166666667,5,7,14,4.0,21,8.0,9.25,4.0,2039.13,36.3268687174832,27.447179408988763,13.327796,273.7008,3,0,1,2,2
20.0,8637.095,644.7579166666667,5,7,14,4.0,15,11.0,13.25,7.0,2039.13,29.601817867544874,27.447179408988763,31.963852,295.06476,3,84,1,4,2
20.0,8637.095,644.7579166666667,5,7,14,4.0,16,8.0,9.25,7.0,2039.13,40.23997933969049,27.447179408988763,24.793541,262.23508,3,84,1,2,2
20.0,8637.095,644.7579166666667,5,7,14,4.0,18,11.0,9.25,4.0,2039.13,31.875393500058266,27.447179408988763,70.824425,256.2042,3,84,3,6,2
20.0,8637.095,644.7579166666667,5,7,14,4.0,18,11.0,9.25,7.0,2039.13,37.53093748017479,27.447179408988763,18.896408,298.1322,3,84,1,5,2
20.0,38860.98,3478.4150000000004,5,7,17,1.0,7,5.0,13.32,5.0,1008.6,41.157714243517155,24.208169816408233,128.18517,445.44818,7,360,1,2,2
20.0,38860.98,3478.4150000000004,5,7,17,1.0,7,8.0,13.32,8.0,1008.6,30.584600173637448,24.208169816408233,100.61476,473.01855,7,360,3,2,2
20.0,38860.98,3478.4150000000004,5,7,17,1.0,7,8.0,13.32,8.0,1008.6,33.19814286558176,24.208169816408233,121.822945,461.8104,7,0,1,1,2
20.0,38860.98,3478.4150000000004,5,7,17,1.0,11,8.0,13.32,8.0,1008.6,26.162347159282504,24.208169816408233,135.55193,438.08142,7,372,1,2,2
20.0,38860.98,3478.4150000000004,5,7,17,1.0,7,11.0,13.32,8.0,1008.6,31.691827920377836,24.208169816408233,437.14032,176.49303,7,372,1,4,2
20.0,38860.98,3478.4150000000004,5,7,17,1.0,4,8.0,13.32,8.0,1008.6,29.4786292195437,24.208169816408233,101.280876,472.35245,7,372,1,2,2
20.0,40216.62,3610.385,0,5,10,2.0,9,2.0,8.02,0.0,323.03,41.306394981074284,41.665472831885964,228.22705,381.14597,15,312,2,4,2
20.0,40216.62,3610.385,0,5,10,2.0,4,6.0,8.02,0.0,323.03,33.663227002130675,41.665472831885964,47.5637,521.8093,15,312,2,2,1
20.0,7189.54,332.12833333333333,3,5,20,7.0,9,16.0,16.79,7.0,1997.66,29.779982904803123,34.07201429329868,43.29751,245.8433,13,180,1,4,2
20.0,7189.54,332.12833333333333,3,5,20,7.0,9,16.0,16.79,7.0,1997.66,33.20980064112905,34.07201429329868,15.883071,273.25775,13,192,1,6,1
20.0,7189.54,332.12833333333333,3,5,20,7.0,9,16.0,16.79,7.0,1997.66,34.901928764505875,34.07201429329868,0.0,233.86337,13,0,1,3,1
20.0,30622.73,2366.384851759552,4,2,11,4.0,12,3.0,4.87,1.0,383.33,36.7607809850506,225.84480668622732,77.764885,366.28903,2,348,2,6,1
20.0,42082.91,3527.909166666667,4,4,12,3.0,3,11.0,9.17,0.0,821.71,34.71319209970707,87.56433607216114,228.5659,296.66068,13,240,3,1,2
20.0,34253.08,3025.4233333333336,3,9,25,6.0,11,12.0,9.66,12.0,1485.7,34.24178924800223,133.84381259881434,75.33013,343.36838,4,216,1,2,2
20.0,34253.08,3025.4233333333336,3,9,25,6.0,11,12.0,9.66,12.0,1485.7,32.351645614388204,133.84381259881434,87.887,350.81152,4,228,1,6,3
20.0,34253.08,3025.4233333333336,3,9,25,6.0,12,12.0,9.66,12.0,1485.7,37.07676024099039,133.84381259881434,121.18842,297.5101,4,228,3,2,2
20.0,34253.08,3025.4233333333336,3,9,25,6.0,11,12.0,5.66,12.0,1485.7,28.872342718250607,133.84381259881434,265.19623,183.50227,8,228,1,5,3
20.0,34253.08,3025.4233333333336,3,9,25,6.0,11,12.0,11.66,12.0,1485.7,28.742352370865053,133.84381259881434,134.06017,294.63837,4,0,1,1,2
20.0,8037.285,924.77375,5,3,29,5.0,21,15.0,13.66,8.0,2571.36,30.5790701642256,19.035909645514263,66.60202,276.83945,8,96,1,6,3
20.0,8037.285,924.77375,5,3,29,5.0,21,15.0,13.66,11.0,2571.36,34.58848258977799,19.035909645514263,74.25387,279.1876,8,108,3,6,2
20.0,8037.285,924.77375,5,3,29,5.0,17,15.0,13.66,11.0,2571.36,29.055714608601694,19.035909645514263,92.87006,270.5714,10,108,1,4,3
20.0,8037.285,924.77375,5,3,29,5.0,21,15.0,13.66,11.0,2571.36,29.49782984586534,19.035909645514263,73.23969,290.20178,10,108,1,4,3
20.0,8037.285,924.77375,5,3,29,5.0,19,13.0,13.66,11.0,2571.36,36.40151897211752,19.035909645514263,70.450836,272.99063,10,108,1,6,3
20.0,8037.285,924.77375,5,3,29,5.0,21,15.0,13.66,11.0,2571.36,29.927045704840012,19.035909645514263,62.49248,300.94897,10,108,1,4,3
20.0,64692.7,5150.058333333333,3,7,5,3.0,7,5.0,11.58,4.0,380.81,25.298336957797066,129.326637305026,55.175797,580.5034,14,240,2,2,3
20.0,81491.94,6497.995,3,3,9,4.0,8,1.0,9.51,9.0,859.6,34.76956334620552,231.06976228488708,122.27719,536.4526,5,288,2,3,1
20.0,81491.94,6497.995,3,3,9,4.0,8,1.0,9.51,9.0,859.6,41.18834792011436,231.06976228488708,88.21588,570.51385,5,300,2,3,1
20.0,81491.94,6497.995,3,3,9,4.0,8,4.0,9.51,9.0,859.6,40.77337822019936,231.06976228488708,80.66798,578.06177,5,300,2,6,1
20.0,113826.68,9262.556666666664,3,1,6,4.0,12,6.0,0.78,3.0,304.21,29.746465135083167,293.10283397232536,161.7869,731.3659,10,216,2,1,1
20.0,113826.68,9262.556666666664,3,1,6,4.0,15,4.0,0.78,4.0,304.21,31.45993301322055,293.10283397232536,296.21353,616.9393,10,216,2,5,2
20.0,31408.15,2609.3458333333333,5,3,18,2.0,6,19.0,19.13,12.0,1408.66,22.195229101632037,30.79188323930164,245.90863,274.23407,6,240,1,4,3
20.0,17414.3,1285.1916666666666,3,7,34,5.0,26,11.0,15.92,9.0,2500.7,39.90421909395443,61.169588703985184,173.07007,184.27951,9,180,1,4,3
20.0,18822.02,1821.5016666666668,4,3,19,2.0,11,21.0,7.63,8.0,1464.16,28.536652309424113,16.429684492487187,110.92637,334.79413,8,180,1,5,2
